FIRST_NAME,LAST_NAME,EMAIL_ID,EU_CITIZEN,NON_EU_CITIZEN
Thomas,Schmidt,kaitlinkeith@price-vargas.com,,Non-EU Citizen
Brandon,Stuart,fishererin@hotmail.com,EU Citizen,
Bryan,Griffin,douglas35@jones.biz,EU Citizen,
Kevin,Sanchez,stricklandcynthia@lopez.com,,Non-EU Citizen
Amy,Bell,steven20@jackson.com,EU Citizen,
Lisa,Hill,sherrylewis@bates.com,EU Citizen,
Jason,Moore,gardnerlinda@west-mcintosh.com,EU Citizen,
Thomas,Williams,amanda97@gmail.com,,Non-EU Citizen
Curtis,Hudson,brennancynthia@yahoo.com,EU Citizen,
Brandon,Morris,lydialogan@hotmail.com,EU Citizen,
Nancy,Alvarado,rebecca42@yahoo.com,EU Citizen,
Linda,Thompson,fgallegos@gardner.biz,EU Citizen,
Tracy,Carter,lbrown@hotmail.com,EU Citizen,
David,Adams,xbrowning@gmail.com,EU Citizen,
Julian,Velazquez,patricia65@schmidt.com,,Non-EU Citizen
Richard,White,erica41@jones-walker.com,EU Citizen,
Mary,Jackson,tgarcia@yahoo.com,EU Citizen,
Kelsey,Lee,lrodriguez@yahoo.com,,Non-EU Citizen
Lee,Anderson,zharris@gmail.com,EU Citizen,
Michael,Luna,deborahstephens@ross-tapia.com,EU Citizen,
William,Madden,christopher01@yahoo.com,,Non-EU Citizen
Julie,Anderson,cookaustin@romero-bishop.com,EU Citizen,
Maria,Price,perezrachel@hotmail.com,EU Citizen,
David,Decker,tony96@johnson.org,,Non-EU Citizen
Mitchell,Foster,michael78@phillips.info,,Non-EU Citizen
Eric,Phillips,hernandezwendy@murray-scott.biz,,Non-EU Citizen
Jeremy,Banks,abigailolson@lam.com,,Non-EU Citizen
Rebecca,Miller,mckenziemooney@terrell.com,,Non-EU Citizen
Nancy,Kaufman,joeanthony@brown-fleming.com,EU Citizen,
Jasmine,Nguyen,shannonwilliams@sawyer.com,,Non-EU Citizen
Rhonda,Anderson,campbellgregory@tate.com,,Non-EU Citizen
Rodney,Carlson,mason56@gmail.com,,Non-EU Citizen
Kaitlyn,Russell,melindamartin@gmail.com,,Non-EU Citizen
Joshua,Lopez,thomas05@thomas.com,,Non-EU Citizen
Brooke,Carlson,jennifershannon@gray.org,,Non-EU Citizen
Scott,Gonzalez,cmeyers@cook.com,,Non-EU Citizen
Scott,Lynn,raymond75@robinson-estrada.com,,Non-EU Citizen
David,Reeves,stephanie96@hotmail.com,EU Citizen,
Robert,Heath,rodriguezwilliam@yahoo.com,EU Citizen,
Daniel,Scott,jillmay@yahoo.com,EU Citizen,
Colton,Johnson,elliottmichael@gonzalez-hughes.com,EU Citizen,
Lisa,Reyes,garykemp@smith.com,EU Citizen,
Robert,Jackson,amoore@king.com,EU Citizen,
Rebecca,Smith,roberto07@dickson.com,EU Citizen,
Janet,Campbell,amanda50@garcia.com,,Non-EU Citizen
Daniel,Gross,cdorsey@yahoo.com,EU Citizen,
Michael,Meadows,elizabeth13@gmail.com,,Non-EU Citizen
Katie,Haas,kmiranda@yahoo.com,,Non-EU Citizen
Peter,Crawford,zlopez@hotmail.com,,Non-EU Citizen
Heather,Hamilton,deborah65@cook-ward.com,EU Citizen,
Jeffrey,Murphy,bauergarrett@mccarthy.info,,Non-EU Citizen
Lauren,Hernandez,ewright@yahoo.com,,Non-EU Citizen
Maria,Murray,adam59@yahoo.com,,Non-EU Citizen
Julie,Munoz,kimberly69@lawson-morton.net,EU Citizen,
Jose,Sawyer,tleach@mullins.com,EU Citizen,
Jeffrey,Martinez,thompsondarren@hernandez-richards.com,EU Citizen,
John,Joseph,marychavez@gill.com,EU Citizen,
Barbara,Davis,colemantiffany@waters-edwards.com,EU Citizen,
Mark,Hodge,whitneybradshaw@gmail.com,,Non-EU Citizen
Amy,Hardy,annawashington@gmail.com,,Non-EU Citizen
Brittany,Gordon,everetteric@henderson-sparks.com,EU Citizen,
Cody,Gomez,hansenbrian@williams.com,,Non-EU Citizen
Noah,Martinez,mbecker@clark-sanders.com,,Non-EU Citizen
Linda,Manning,jessicamccullough@ayers.com,,Non-EU Citizen
Miranda,Jones,iramirez@cooper.com,EU Citizen,
John,Cruz,jack23@wong-warren.com,,Non-EU Citizen
Jacob,Ross,frederickmunoz@hoover.com,,Non-EU Citizen
Kyle,Gill,joshuanelson@smith.org,EU Citizen,
Tracy,Rivera,fmckinney@yahoo.com,,Non-EU Citizen
Sarah,Watson,julia04@stewart-howell.com,EU Citizen,
Leon,Price,leahclay@allen.biz,EU Citizen,
Michael,Waller,rachel99@gmail.com,,Non-EU Citizen
Maurice,Mckenzie,joseph52@taylor-wells.net,,Non-EU Citizen
Morgan,Collins,xhanson@hotmail.com,,Non-EU Citizen
Daniel,Davenport,carlahenry@harris.com,EU Citizen,
Jennifer,Cole,samuel82@hotmail.com,,Non-EU Citizen
Teresa,Ford,bross@yahoo.com,,Non-EU Citizen
Michael,Garcia,lisapatterson@yahoo.com,EU Citizen,
Vicki,Jefferson,wareedward@hotmail.com,,Non-EU Citizen
Joshua,Dennis,mcgeeerica@baird.com,EU Citizen,
Alicia,George,ernest26@lopez.com,EU Citizen,
Nicole,Cummings,jessewilson@gmail.com,,Non-EU Citizen
Brian,Pearson,stephenmatthews@smith.com,,Non-EU Citizen
Victor,Briggs,stephanierivera@yahoo.com,EU Citizen,
Breanna,Gardner,denise63@gmail.com,EU Citizen,
Ryan,Gilbert,roachmarissa@mayer-henderson.biz,EU Citizen,
Maria,Smith,jasonsmith@yahoo.com,EU Citizen,
Tracy,Greene,hwright@gmail.com,,Non-EU Citizen
Melanie,Jenkins,hdonovan@quinn.info,EU Citizen,
Scott,Pena,edwardsrandall@gmail.com,,Non-EU Citizen
Douglas,Flores,michaelmyers@hotmail.com,,Non-EU Citizen
Thomas,Taylor,mackrichard@clarke.com,,Non-EU Citizen
Travis,Watkins,tuckerjenna@yahoo.com,,Non-EU Citizen
Paul,Wilcox,jonespaul@wiley.com,EU Citizen,
Ryan,Obrien,vharrison@pineda-bishop.biz,EU Citizen,
Kenneth,Hill,katherine64@love.com,EU Citizen,
Kelly,Page,escobartristan@smith.com,EU Citizen,
David,Baxter,wbush@holmes.info,EU Citizen,
Eileen,Walton,landryandrea@yahoo.com,EU Citizen,
Tiffany,Foster,cynthia40@carr.com,EU Citizen,
Molly,Thomas,hornmonica@gmail.com,EU Citizen,
Victor,Reyes,thill@beck-martin.com,EU Citizen,
Daniel,Yang,paulhendricks@shaw.com,EU Citizen,
Shannon,Melendez,andreatravis@hotmail.com,EU Citizen,
Sarah,Myers,wrightkrystal@bennett-duarte.com,EU Citizen,
Stephen,Rios,padillalisa@gmail.com,,Non-EU Citizen
John,Hughes,jefferyherman@young.com,,Non-EU Citizen
Sarah,Tucker,ndavies@yahoo.com,,Non-EU Citizen
Joshua,Hunt,micheleroman@gmail.com,EU Citizen,
Angela,Gomez,kblackwell@yahoo.com,,Non-EU Citizen
Stephanie,Stone,rwilliams@hotmail.com,EU Citizen,
William,Greene,ijimenez@reyes.info,,Non-EU Citizen
Shirley,Larson,bbean@hotmail.com,EU Citizen,
Kim,Duarte,rebeccamoody@hotmail.com,EU Citizen,
Isaac,Pierce,donald85@gmail.com,,Non-EU Citizen
Kyle,Lang,cookpeter@yahoo.com,EU Citizen,
Jeanette,Hart,rebecca22@barber.org,EU Citizen,
Zachary,Cochran,barbara65@carpenter-hutchinson.org,EU Citizen,
Megan,Watts,robinsonadrienne@yahoo.com,EU Citizen,
Andrea,Griffin,efuller@hotmail.com,EU Citizen,
William,Duran,adam31@gmail.com,EU Citizen,
Jennifer,Villarreal,mpreston@yahoo.com,EU Citizen,
Juan,Mccormick,davidowens@velasquez.com,,Non-EU Citizen
Erika,Rowe,smora@jackson.com,,Non-EU Citizen
Susan,Tran,robert13@yahoo.com,EU Citizen,
Angela,Camacho,alisonjordan@gmail.com,EU Citizen,
April,Thompson,nicholasgentry@yahoo.com,,Non-EU Citizen
Julie,Stark,sjohnson@stewart-mckinney.com,,Non-EU Citizen
Shannon,Daniels,jaylynch@yahoo.com,,Non-EU Citizen
Evan,Washington,coopermatthew@walter.org,EU Citizen,
Matthew,Carson,williamsrichard@yahoo.com,EU Citizen,
Tiffany,Eaton,nguyenkenneth@greene-mccarthy.org,,Non-EU Citizen
Marco,Barton,stephenashley@jones-walker.com,EU Citizen,
Anthony,Alvarado,robin79@edwards.com,,Non-EU Citizen
Steven,Summers,smithmargaret@hotmail.com,,Non-EU Citizen
Walter,Greer,laurahobbs@holmes.com,,Non-EU Citizen
Steven,Ibarra,pgonzalez@james.com,EU Citizen,
Kelly,Martin,lisabutler@montgomery-baker.com,EU Citizen,
Danny,Hardy,ksalas@yahoo.com,,Non-EU Citizen
Joyce,Sanchez,christinewilson@hotmail.com,EU Citizen,
Austin,Jones,jacobwright@hotmail.com,EU Citizen,
Brooke,Hernandez,ingramkimberly@holt.info,EU Citizen,
Andrea,Mcguire,schultzkimberly@yahoo.com,,Non-EU Citizen
Meghan,Lee,sethhobbs@yahoo.com,,Non-EU Citizen
Nichole,Zuniga,elizabethcollins@lambert.com,,Non-EU Citizen
Kathryn,Davidson,sancheznathaniel@love.com,,Non-EU Citizen
Michael,Chavez,andersongeorge@jensen-barrett.info,EU Citizen,
Holly,Hunter,victorgilbert@yahoo.com,EU Citizen,
Tyler,Poole,hoodterrence@hotmail.com,EU Citizen,
Jasmine,Rodriguez,catherine27@jimenez.info,EU Citizen,
Wendy,Collier,rubenjohnson@yahoo.com,,Non-EU Citizen
James,Peters,vstrong@yahoo.com,,Non-EU Citizen
Jason,Ortiz,brenda72@porter-collins.com,,Non-EU Citizen
Destiny,Reynolds,dylanwest@hotmail.com,EU Citizen,
Gloria,Bautista,taylorcarolyn@gutierrez.org,EU Citizen,
Kristen,Santiago,danieldoyle@gmail.com,EU Citizen,
Daniel,White,douglasbrianna@hotmail.com,,Non-EU Citizen
Nicholas,Lewis,nicholasmoore@hotmail.com,EU Citizen,
Jill,Davidson,justin29@fisher.biz,,Non-EU Citizen
Meagan,Porter,zanderson@gmail.com,EU Citizen,
Christopher,Sherman,davidleblanc@perez.net,EU Citizen,
Tristan,Wiggins,mullencrystal@johnson-james.com,,Non-EU Citizen
Seth,Anderson,mclaughlinangela@barnes-miranda.com,EU Citizen,
Joseph,Mcdowell,brandy36@yahoo.com,,Non-EU Citizen
Vicki,Sutton,vlopez@gmail.com,EU Citizen,
Daniel,Rodriguez,ycarey@yahoo.com,EU Citizen,
Amanda,Obrien,blopez@yahoo.com,EU Citizen,
Ryan,Schneider,bennettshane@reynolds-avila.info,,Non-EU Citizen
Robert,Campos,brendamoore@schultz.com,,Non-EU Citizen
Yolanda,Jones,stephensantonio@villa.com,,Non-EU Citizen
Matthew,Aguilar,elizabethgarcia@gmail.com,EU Citizen,
Amber,Graham,vpace@wilson.info,EU Citizen,
Michael,Tran,allisonturner@hotmail.com,,Non-EU Citizen
Joseph,Goodman,kholden@gmail.com,,Non-EU Citizen
Margaret,Cook,rachel50@gmail.com,,Non-EU Citizen
Kimberly,Nolan,cbradford@yahoo.com,EU Citizen,
Maureen,Bowman,xdaniel@hotmail.com,,Non-EU Citizen
Michelle,Valenzuela,michelecole@gmail.com,EU Citizen,
Patricia,Fuentes,emily63@carter.com,,Non-EU Citizen
Edward,Clark,teresapratt@rodriguez.org,EU Citizen,
Brandon,Anderson,crystalcole@stark.biz,,Non-EU Citizen
Jennifer,Armstrong,heidi80@cook.com,EU Citizen,
Brenda,Nolan,jennifer80@yahoo.com,,Non-EU Citizen
David,Powell,csmith@rose-dalton.org,EU Citizen,
Edward,Snyder,megan22@hotmail.com,,Non-EU Citizen
Eric,Walters,michael96@gmail.com,,Non-EU Citizen
David,Lindsey,evelynsmith@lynch.net,EU Citizen,
Kristen,Gomez,ugarcia@maldonado.info,EU Citizen,
Daniel,Smith,ddavis@mcconnell-bullock.info,,Non-EU Citizen
Zachary,Blevins,crystaledwards@bradford.com,EU Citizen,
Andrew,Robles,gsantiago@miranda-ellis.org,,Non-EU Citizen
Wesley,Allen,mcgeejo@yahoo.com,,Non-EU Citizen
Lisa,Bean,monica41@hotmail.com,,Non-EU Citizen
Reginald,Frazier,trivera@hotmail.com,EU Citizen,
Emily,Wallace,rachelhenderson@holland-salazar.net,EU Citizen,
Amy,Bishop,thompsonjonathan@nguyen.biz,EU Citizen,
Kimberly,Lopez,mollyking@gmail.com,,Non-EU Citizen
Jacqueline,Smith,emily47@yahoo.com,,Non-EU Citizen
Angela,Schroeder,lisa33@diaz.org,EU Citizen,
Nancy,Wilcox,michaelmaldonado@davis-stewart.biz,,Non-EU Citizen
Edward,Madden,myersmary@hotmail.com,EU Citizen,
Jodi,Johnston,adam82@yahoo.com,,Non-EU Citizen
Dylan,Morris,smithmonica@barton.biz,,Non-EU Citizen
Edward,Kerr,melissacastillo@scott.org,EU Citizen,
Allen,Cobb,jonesroy@perry-nunez.org,,Non-EU Citizen
Kristen,Palmer,zwhite@thompson.com,EU Citizen,
Patricia,Vaughn,cjordan@young.com,EU Citizen,
Michael,Brown,allen24@ford-morris.com,EU Citizen,
Julia,Murphy,codyhall@townsend.net,,Non-EU Citizen
Paul,Haynes,mike44@hotmail.com,EU Citizen,
Christina,Rice,mary34@arellano-acosta.com,EU Citizen,
Katherine,Mosley,deborahgould@yahoo.com,EU Citizen,
Jeffrey,Browning,walshtiffany@gmail.com,,Non-EU Citizen
Robert,Lee,chavezdonald@bush-padilla.com,EU Citizen,
Shawn,Williams,wlin@brock.com,EU Citizen,
Joe,Vang,amy71@smith-johnson.org,,Non-EU Citizen
Jeffrey,Roy,trogers@stewart-oconnor.com,EU Citizen,
Theresa,Smith,willismary@hotmail.com,,Non-EU Citizen
Meghan,Griffin,ewashington@hotmail.com,,Non-EU Citizen
Jerome,Gordon,nhenry@berg.biz,EU Citizen,
Walter,Lee,uwashington@yahoo.com,,Non-EU Citizen
Karl,Ortiz,lopezmike@gmail.com,EU Citizen,
Michael,Cook,timothy39@yahoo.com,,Non-EU Citizen
Robert,Aguirre,bnelson@hotmail.com,EU Citizen,
Patricia,Holder,ericfernandez@hotmail.com,,Non-EU Citizen
Becky,Hudson,thoover@atkins.com,EU Citizen,
Amy,Norris,thomas32@gonzalez-jones.net,,Non-EU Citizen
Rebecca,Wu,westrada@gmail.com,,Non-EU Citizen
Ronnie,Gilbert,foxjoshua@gmail.com,,Non-EU Citizen
Stacy,Davis,fullerchristopher@gmail.com,,Non-EU Citizen
Haley,Long,clarkmatthew@murphy.com,,Non-EU Citizen
Travis,Schwartz,sullivanphilip@gmail.com,EU Citizen,
Stephen,Porter,johnthompson@turner-rose.net,,Non-EU Citizen
Susan,Hernandez,jacobcollins@carter.com,EU Citizen,
Victor,Davis,mriley@aguilar-campos.biz,,Non-EU Citizen
Brian,Herrera,oware@morris-campbell.net,EU Citizen,
Beth,Duffy,cherylwallace@cruz.com,EU Citizen,
Crystal,Gutierrez,ericajohnson@glenn.com,,Non-EU Citizen
Richard,Martinez,kaitlyngonzalez@yahoo.com,EU Citizen,
Jennifer,Holloway,ybrown@hotmail.com,EU Citizen,
Alison,Love,dustinglenn@barr-gordon.info,EU Citizen,
Alvin,Lynch,josephmcfarland@williams.com,EU Citizen,
Kimberly,Hill,tyler42@yahoo.com,,Non-EU Citizen
William,Lopez,samuelbuchanan@howard.com,EU Citizen,
Tammy,Foley,fgriffin@hotmail.com,EU Citizen,
Joseph,Huerta,uking@jones.com,EU Citizen,
Jeremy,Gutierrez,matthewssamuel@hotmail.com,,Non-EU Citizen
Mary,Wright,pgill@hotmail.com,,Non-EU Citizen
Donald,Stewart,nicole61@gmail.com,,Non-EU Citizen
Jared,Mercado,huntchristopher@ward.com,,Non-EU Citizen
Nathan,Williams,wilkinsomar@hotmail.com,,Non-EU Citizen
Felicia,Pacheco,bondalyssa@gmail.com,,Non-EU Citizen
Mark,Perry,riverscynthia@hurley.com,EU Citizen,
Amber,Anderson,lanephilip@cannon.com,EU Citizen,
Michelle,James,ngonzalez@hotmail.com,EU Citizen,
Joshua,Proctor,timothytorres@rodriguez.com,EU Citizen,
Amanda,Norris,rachel71@hotmail.com,,Non-EU Citizen
James,Kane,harrisjacob@briggs-jones.com,,Non-EU Citizen
Michael,Reed,tammycoffey@brown.org,EU Citizen,
Thomas,Walker,powerspaige@long.org,,Non-EU Citizen
Alexis,Mcbride,uperry@gmail.com,EU Citizen,
Michael,Johnson,ryan07@gmail.com,EU Citizen,
Catherine,Thomas,monica62@hotmail.com,EU Citizen,
Jim,Peterson,jeffreymassey@gray.com,EU Citizen,
Alan,Ford,griffinlindsey@chung-garcia.info,EU Citizen,
Elizabeth,Gordon,danielchen@gmail.com,EU Citizen,
Paul,Lyons,freemanrobert@taylor.org,,Non-EU Citizen
Suzanne,Williams,michelletrevino@gmail.com,,Non-EU Citizen
Christine,Morales,gallowaycraig@yahoo.com,EU Citizen,
Robert,Munoz,davidcollins@gmail.com,,Non-EU Citizen
Christian,Patton,taylorjennifer@ayala.com,EU Citizen,
Kimberly,Lopez,colin17@reed.biz,EU Citizen,
Tonya,Edwards,charles40@hobbs-smith.com,EU Citizen,
Kimberly,Hill,tammyward@wise.info,EU Citizen,
Victoria,Fox,johnstewart@gmail.com,,Non-EU Citizen
Kenneth,Dean,michaelwilliams@welch-jordan.com,EU Citizen,
Autumn,Cross,taylorevans@peters.biz,EU Citizen,
Tiffany,Jackson,andreajones@hotmail.com,EU Citizen,
Laura,Curtis,nathaniel41@fuller.net,,Non-EU Citizen
Sergio,Edwards,franklinadam@gmail.com,EU Citizen,
Veronica,Mendoza,bairdheather@west-baird.com,EU Citizen,
Tyler,Jones,ysoto@jackson.com,,Non-EU Citizen
Jessica,Cochran,nlandry@benson.info,EU Citizen,
Austin,Perez,howardjamie@yahoo.com,EU Citizen,
Calvin,Hunter,paullewis@macdonald-hoffman.com,EU Citizen,
Eric,Reyes,zstewart@yahoo.com,EU Citizen,
Paula,Sanders,calebdixon@hotmail.com,,Non-EU Citizen
Jennifer,Quinn,qwu@walters.com,EU Citizen,
Sandra,Huerta,ashley85@anderson.biz,,Non-EU Citizen
Margaret,Garcia,katherinenewton@martin.com,,Non-EU Citizen
William,George,jamiediaz@hotmail.com,EU Citizen,
Christopher,Brown,sellersantonio@bell-vega.net,,Non-EU Citizen
Jessica,Glover,michael37@robertson.com,EU Citizen,
Stephanie,Davis,lewishannah@yahoo.com,,Non-EU Citizen
Anthony,Williams,richard87@hotmail.com,,Non-EU Citizen
Christopher,Martin,morrisrichard@gmail.com,EU Citizen,
Andrew,Morgan,martinrussell@hotmail.com,,Non-EU Citizen
Jacob,Bridges,oburton@hotmail.com,EU Citizen,
Vanessa,May,robbinschristopher@hotmail.com,EU Citizen,
Michele,Bass,travis08@kelley.com,EU Citizen,
Donald,Kane,rpeters@hotmail.com,EU Citizen,
Stephanie,Harris,costajeffery@barry-conley.com,,Non-EU Citizen
Ashley,Reed,meredith04@yahoo.com,,Non-EU Citizen
Leslie,Brooks,matthewhughes@gmail.com,EU Citizen,
Rodney,Smith,hayesrachel@hoffman.com,EU Citizen,
Lisa,Nguyen,xburns@huang-miller.org,EU Citizen,
Karen,Miller,mark11@jackson.com,,Non-EU Citizen
Jeffrey,Williams,riverajeremy@goodman.info,,Non-EU Citizen
Alexandra,Skinner,elizabeth55@barnes.biz,EU Citizen,
Douglas,Brown,staceycole@brown.info,EU Citizen,
Christina,Evans,campbellmarcus@williams.com,,Non-EU Citizen
Joanne,Daniels,cynthiawatts@hotmail.com,,Non-EU Citizen
Benjamin,Robinson,tylermorrison@johnson.com,EU Citizen,
Jermaine,Thomas,wjones@miller.net,,Non-EU Citizen
Leah,Archer,morganlisa@harris.net,,Non-EU Citizen
Kristie,Madden,justin10@hotmail.com,EU Citizen,
Eric,Bridges,xjones@gmail.com,EU Citizen,
Catherine,Moore,scook@bartlett.info,,Non-EU Citizen
Brian,Davidson,kchapman@gmail.com,,Non-EU Citizen
Jeffrey,Richardson,breannahall@yahoo.com,EU Citizen,
Angela,Thomas,jackson02@jones.com,EU Citizen,
Angel,Rogers,murillomegan@humphrey.com,EU Citizen,
Steve,Manning,cody28@hotmail.com,EU Citizen,
Justin,Tate,stephanierice@martinez-walker.net,EU Citizen,
Jose,Ruiz,pwilliams@gmail.com,,Non-EU Citizen
Denise,Edwards,gmartinez@yahoo.com,EU Citizen,
Kathy,Gonzales,bryan15@yahoo.com,,Non-EU Citizen
James,Rogers,rickwilson@gmail.com,EU Citizen,
Katherine,Mendoza,emarquez@sawyer-barry.net,,Non-EU Citizen
Gabriel,Waters,kristindurham@jones.com,,Non-EU Citizen
Paula,Rogers,malloryrodriguez@yahoo.com,,Non-EU Citizen
Anthony,Sanchez,ybaker@herrera.com,,Non-EU Citizen
Zachary,Torres,csteele@santiago.com,,Non-EU Citizen
William,Weaver,porterandrew@martinez-brooks.com,,Non-EU Citizen
Andrea,Chandler,parsonsbrad@hotmail.com,,Non-EU Citizen
Linda,May,lmcdonald@guzman.org,,Non-EU Citizen
Michael,Swanson,oelliott@gmail.com,EU Citizen,
Johnathan,Moore,ablevins@clark.com,EU Citizen,
Alexander,Goodman,jenniferpatterson@love.com,EU Citizen,
Denise,Roberts,marksmith@stevens-simmons.com,,Non-EU Citizen
Kenneth,Hahn,christopherward@knapp-wolfe.com,EU Citizen,
Karen,Smith,phillipsjoseph@dunn.com,EU Citizen,
Carol,Ross,hillnicole@williams-gonzalez.net,,Non-EU Citizen
Lisa,Gonzales,ebarber@yahoo.com,,Non-EU Citizen
Sarah,Chavez,candicemorris@yahoo.com,,Non-EU Citizen
Kevin,Garza,tracy62@hotmail.com,,Non-EU Citizen
Christopher,Mueller,grahamwilliam@gmail.com,EU Citizen,
Paul,Melton,charleslee@li.com,EU Citizen,
Nicole,Roberts,meredithpowell@jones.com,,Non-EU Citizen
Leah,Johnson,ljohns@yahoo.com,EU Citizen,
Rebecca,Nicholson,hwatson@yahoo.com,EU Citizen,
Kayla,Campbell,carla52@price.com,EU Citizen,
Chad,Randall,psmith@hotmail.com,,Non-EU Citizen
Caroline,Leach,williamferrell@hotmail.com,EU Citizen,
Jessica,Bryant,johnsonjared@lowe-hale.com,EU Citizen,
Nathan,Wilkinson,bushtracy@yahoo.com,,Non-EU Citizen
Crystal,Anderson,etaylor@gmail.com,,Non-EU Citizen
Angela,Ward,robertgould@hotmail.com,,Non-EU Citizen
Tanner,Sexton,montesjasmine@turner.com,EU Citizen,
Glen,Mendez,sara54@vargas.com,,Non-EU Citizen
Erin,Stevens,jasonrussell@gonzales.org,EU Citizen,
Edward,Henson,alicialeon@collier.com,EU Citizen,
Robin,Rodriguez,taylorjohn@gmail.com,EU Citizen,
Kevin,Miller,areese@hotmail.com,,Non-EU Citizen
Adam,Rivers,tyoung@hotmail.com,EU Citizen,
Lori,Guerrero,lisa34@hotmail.com,EU Citizen,
Jessica,Wong,harpermisty@hotmail.com,EU Citizen,
Oscar,Phillips,taylorryan@webb.com,EU Citizen,
Justin,Johnson,ledavid@hotmail.com,,Non-EU Citizen
Breanna,Williams,martinezjames@gmail.com,,Non-EU Citizen
Tanya,Beard,burtonjonathan@yahoo.com,,Non-EU Citizen
Crystal,Watkins,breweranthony@hotmail.com,,Non-EU Citizen
Katherine,Bender,troyhines@hotmail.com,,Non-EU Citizen
Debbie,Reed,ihale@gmail.com,EU Citizen,
Shane,Sullivan,jared59@hotmail.com,EU Citizen,
Kelsey,Clark,lisa79@jones.org,EU Citizen,
Diane,Underwood,chris33@hopkins.org,EU Citizen,
James,Dorsey,sullivanmichael@james.net,EU Citizen,
Andrea,Nichols,robbinsmolly@ortiz.com,EU Citizen,
Jeffrey,Douglas,brandon54@mckee.com,EU Citizen,
David,Chambers,hannahpeterson@gmail.com,EU Citizen,
Tina,Walker,lopezmichael@yahoo.com,EU Citizen,
Ronald,Banks,timothy35@anderson.org,,Non-EU Citizen
Ivan,Hoover,johnsonalison@hotmail.com,EU Citizen,
William,Holt,floydtyrone@gmail.com,EU Citizen,
Kimberly,Shaw,rodney32@wells.info,EU Citizen,
Andrea,Beck,danielle49@mitchell.com,EU Citizen,
Thomas,May,vedwards@kelly-hardy.info,,Non-EU Citizen
James,Todd,myerscarla@banks-conway.info,,Non-EU Citizen
Barbara,Clements,johnsonjonathan@garcia-hunt.com,EU Citizen,
Frank,Reyes,stacey17@lamb.com,,Non-EU Citizen
Samantha,Davis,johnsonkenneth@gibbs.com,,Non-EU Citizen
Haley,Green,josediaz@hotmail.com,EU Citizen,
Christopher,Valencia,waltercisneros@hotmail.com,,Non-EU Citizen
Richard,Wagner,craig15@hotmail.com,,Non-EU Citizen
Gabrielle,Silva,sharonolson@tanner.org,,Non-EU Citizen
Kevin,Foster,mossamy@conley.net,EU Citizen,
James,York,cbrown@white-foster.com,,Non-EU Citizen
Edward,Adams,jessica73@yahoo.com,,Non-EU Citizen
Nathan,Soto,grahammaureen@lyons-burns.info,EU Citizen,
Julia,Russo,freed@gmail.com,,Non-EU Citizen
Daniel,Nash,torresnathan@hotmail.com,,Non-EU Citizen
Bonnie,Smith,kathymyers@hotmail.com,,Non-EU Citizen
Jessica,Castro,fhorn@gmail.com,EU Citizen,
Taylor,Webster,christopherfigueroa@johnston.com,,Non-EU Citizen
Sandra,Jones,kaitlyn44@anderson.com,,Non-EU Citizen
Jerry,Torres,michael28@lin.com,EU Citizen,
Anne,Barr,rhogan@perez.com,,Non-EU Citizen
Theresa,Williams,deniseshaw@monroe.info,EU Citizen,
Chase,Allen,priceyolanda@hotmail.com,EU Citizen,
Ariana,Alexander,stevenholland@shaw.biz,,Non-EU Citizen
James,Reed,cabreraamanda@barker.com,,Non-EU Citizen
Megan,Day,gregory34@hotmail.com,EU Citizen,
Robert,Hernandez,eric50@yahoo.com,EU Citizen,
William,Gilbert,peter73@gmail.com,,Non-EU Citizen
Christina,Guzman,jeremyanderson@hotmail.com,,Non-EU Citizen
Joseph,Perry,robert35@hammond-short.com,,Non-EU Citizen
Austin,Owens,ellislauren@yahoo.com,,Non-EU Citizen
Mary,Dennis,xramirez@gmail.com,,Non-EU Citizen
Pamela,Martin,rogerslisa@gmail.com,,Non-EU Citizen
Sergio,Fox,curtis85@montoya.com,EU Citizen,
Eric,Gardner,hammondpaul@leach.com,,Non-EU Citizen
Dale,Mclaughlin,stevensterri@gmail.com,EU Citizen,
Thomas,Gonzalez,ule@yahoo.com,EU Citizen,
Adrian,Hancock,cookkenneth@ramos-ball.com,,Non-EU Citizen
Ariel,Castro,carterhaley@cline-myers.biz,EU Citizen,
Trevor,Bailey,ymichael@gmail.com,EU Citizen,
Tiffany,Williams,uwallace@hotmail.com,,Non-EU Citizen
Jerry,Duncan,sergio85@roberts.org,,Non-EU Citizen
Michelle,Lopez,brownangela@garcia-freeman.com,EU Citizen,
Daniel,Hartman,jefferynelson@yahoo.com,EU Citizen,
Mark,Mullins,thomaswilliams@mann.org,EU Citizen,
Monique,Diaz,richard50@barrett-garcia.com,EU Citizen,
Louis,Lucas,sarahthompson@hotmail.com,EU Citizen,
Maurice,Phillips,gmason@hotmail.com,EU Citizen,
James,Strickland,megan35@singh-summers.com,EU Citizen,
Todd,Eaton,rachel83@gmail.com,EU Citizen,
Rebecca,Hansen,jessicasimmons@lewis-bailey.com,EU Citizen,
James,Burke,cameron52@hotmail.com,,Non-EU Citizen
Samuel,Jones,victor56@wilson.com,EU Citizen,
John,Lee,eyoung@young.com,EU Citizen,
Julie,Simon,kathleenblair@gmail.com,EU Citizen,
Jason,Mccarty,davidallen@hotmail.com,EU Citizen,
Julie,Anderson,travisalvarez@yahoo.com,,Non-EU Citizen
Brandon,Andrews,allisonmichael@harrison-wilson.com,,Non-EU Citizen
